positive_ratings,log_pos_ratings,price,log_price,achievements,log_achievements,required_age,english,release_year,windows,mac,linux,n_categories,n_genres,n_tags,popular
1934,7.5678626054638825,10.99,2.4840729690394228,77,4.356708826689592,0,1,2013,TRUE,TRUE,FALSE,6,3,3,TRUE
38,3.6635616461296463,4.99,1.7900914121273581,0,0,0,1,2014,TRUE,FALSE,FALSE,1,1,3,FALSE
153,5.0369526024136295,7.19,2.102913897864978,0,0,0,1,2013,TRUE,FALSE,FALSE,2,2,3,FALSE
63,4.1588830833596715,11.39,2.516889695641051,24,3.2188758248682006,0,1,2017,TRUE,TRUE,FALSE,6,3,3,FALSE
1870,7.534228326274089,10.99,2.4840729690394228,28,3.367295829986474,0,1,2015,TRUE,TRUE,TRUE,6,3,3,TRUE
713,6.570882962339584,3.99,1.6074359097634274,19,2.995732273553991,0,1,2015,TRUE,TRUE,FALSE,3,3,3,TRUE
262,5.572154032177765,3.99,1.6074359097634274,39,3.6888794541139363,0,1,2013,TRUE,TRUE,TRUE,2,2,3,FALSE
247,5.5134287461649825,22.99,3.177637076851603,49,3.912023005428146,0,1,2014,TRUE,FALSE,FALSE,3,2,3,FALSE
462,6.137727054086234,17.98,2.9433857931817817,0,0,0,1,2018,TRUE,TRUE,TRUE,1,3,3,FALSE
166,5.117993812416755,3.99,1.6074359097634274,37,3.6375861597263857,0,1,2013,TRUE,FALSE,FALSE,7,3,3,FALSE
173,5.159055299214529,10.99,2.4840729690394228,3,1.3862943611198906,0,1,2014,TRUE,TRUE,TRUE,5,2,3,FALSE
533,6.280395838960195,6.99,2.0781907597781832,40,3.713572066704308,0,1,2013,TRUE,TRUE,TRUE,5,2,3,FALSE
4468,8.404919948933452,6.99,2.0781907597781832,21,3.091042453358316,0,1,2013,TRUE,TRUE,FALSE,7,3,3,TRUE
1520,7.327123292259293,6.99,2.0781907597781832,29,3.4011973816621555,0,1,2014,TRUE,FALSE,FALSE,7,2,3,TRUE
68,4.23410650459726,14.99,2.771963526845863,0,0,0,1,2019,TRUE,TRUE,TRUE,1,3,3,FALSE
4095,8.317766166719343,6.99,2.0781907597781832,24,3.2188758248682006,0,1,2013,TRUE,TRUE,TRUE,5,3,3,TRUE
70,4.2626798770413155,10.99,2.4840729690394228,18,2.9444389791664403,0,1,2014,TRUE,TRUE,FALSE,6,2,3,FALSE
967,6.875232087276577,22.99,3.177637076851603,34,3.5553480614894135,0,1,2015,TRUE,TRUE,TRUE,3,2,3,TRUE
1667,7.419380582918692,14.99,2.771963526845863,42,3.7612001156935624,0,1,2017,TRUE,TRUE,TRUE,6,6,3,TRUE
220370,12.303067768656259,27.79,3.3600281046240843,48,3.8918202981106265,18,1,2018,TRUE,TRUE,FALSE,12,5,3,TRUE
2717,7.907651594711089,27.11,3.3361253849184407,0,0,0,1,2013,TRUE,FALSE,FALSE,3,2,3,TRUE
515,6.246106765481563,7.19,2.102913897864978,17,2.8903717578961645,0,1,2014,TRUE,TRUE,FALSE,7,3,3,FALSE
258,5.556828061699537,4.79,1.7561322915849038,13,2.6390573296152584,0,1,2014,TRUE,TRUE,FALSE,3,3,3,FALSE
3307,8.104099056143582,10.99,2.4840729690394228,72,4.290459441148391,0,1,2016,TRUE,TRUE,TRUE,7,3,3,TRUE
1556,7.350516171833998,9.99,2.39698576841553,15,2.772588722239781,0,1,2013,TRUE,TRUE,TRUE,6,4,3,TRUE
2268,7.727094484779841,4.99,1.7900914121273581,24,3.2188758248682006,0,1,2013,TRUE,TRUE,TRUE,4,3,3,TRUE
377,5.934894195619588,29.99,3.433664571799657,0,0,0,1,2014,TRUE,TRUE,FALSE,3,3,3,FALSE
164,5.10594547390058,4.99,1.7900914121273581,15,2.772588722239781,0,1,2013,TRUE,TRUE,FALSE,4,1,3,FALSE
95,4.564348191467836,1.99,1.095273387402595,0,0,0,1,2013,TRUE,FALSE,FALSE,2,2,3,FALSE
210,5.351858133476067,6.99,2.0781907597781832,23,3.1780538303479458,0,1,2014,TRUE,TRUE,TRUE,8,5,3,FALSE
217,5.384495062789089,6.99,2.0781907597781832,16,2.833213344056216,0,1,2014,TRUE,TRUE,FALSE,4,3,3,FALSE
1989,7.595889917718538,19.49,3.0199369622508083,0,0,0,1,2015,TRUE,TRUE,TRUE,5,5,3,TRUE
100,4.61512051684126,6.99,2.0781907597781832,33,3.5263605246161616,0,1,2013,TRUE,FALSE,FALSE,2,2,3,FALSE
63,4.1588830833596715,2.09,1.128171090909654,0,0,0,1,2013,TRUE,FALSE,FALSE,2,1,3,FALSE
242561,12.399012626784737,14.99,2.771963526845863,88,4.48863636973214,0,1,2015,TRUE,TRUE,TRUE,11,4,3,TRUE
100,4.61512051684126,6.99,2.0781907597781832,24,3.2188758248682006,0,1,2014,TRUE,TRUE,TRUE,10,3,3,FALSE
5258,8.567696173589344,6.99,2.0781907597781832,25,3.258096538021482,0,1,2013,TRUE,TRUE,TRUE,9,3,3,TRUE
3446,8.145259566516865,7.19,2.102913897864978,25,3.258096538021482,18,1,2013,TRUE,FALSE,FALSE,3,2,3,TRUE
429,6.063785208687608,9.99,2.39698576841553,27,3.332204510175204,0,1,2014,TRUE,TRUE,TRUE,7,4,3,FALSE
14019,9.54824016058858,22.99,3.177637076851603,37,3.6375861597263857,0,1,2017,TRUE,TRUE,FALSE,11,2,3,TRUE
5242,8.564649132572534,15.49,2.8027541365715076,0,0,0,1,2018,TRUE,TRUE,FALSE,9,3,3,TRUE
598,6.395261598115449,10.99,2.4840729690394228,20,3.044522437723423,0,1,2014,TRUE,TRUE,TRUE,7,2,3,FALSE
1505,7.317212408359839,10.99,2.4840729690394228,4,1.6094379124341003,0,1,2014,TRUE,TRUE,TRUE,6,3,3,TRUE
172,5.153291594497779,22.99,3.177637076851603,53,3.9889840465642745,0,1,2013,TRUE,TRUE,TRUE,11,2,3,FALSE
233,5.455321115357702,7.19,2.102913897864978,0,0,0,1,2013,TRUE,TRUE,TRUE,1,5,3,FALSE
111,4.718498871295094,10.99,2.4840729690394228,31,3.4657359027997265,0,1,2015,TRUE,TRUE,TRUE,5,4,3,FALSE
221,5.402677381872279,4.99,1.7900914121273581,0,0,0,1,2013,TRUE,TRUE,TRUE,1,4,3,FALSE
4478,8.4071550862073,2.79,1.332366019094335,31,3.4657359027997265,0,1,2014,TRUE,FALSE,FALSE,6,4,3,TRUE
495,6.206575926724928,0,0,0,0,0,1,2016,TRUE,FALSE,FALSE,2,4,3,FALSE
459,6.131226489483141,0,0,121,4.804021044733257,0,1,2014,TRUE,FALSE,FALSE,7,2,3,FALSE
50,3.9318256327243257,3.99,1.6074359097634274,0,0,0,1,2013,TRUE,TRUE,TRUE,3,2,3,FALSE
371,5.918893854273146,6.99,2.0781907597781832,69,4.248495242049359,0,1,2014,TRUE,FALSE,FALSE,8,2,3,FALSE
33,3.5263605246161616,75.99,4.343675543289958,0,0,0,1,2013,TRUE,FALSE,FALSE,1,1,1,FALSE
337,5.823045895483019,7.19,2.102913897864978,12,2.5649493574615367,0,1,2013,TRUE,FALSE,FALSE,8,4,3,FALSE
11440,9.344958673700944,0,0,159,5.075173815233827,0,1,2014,TRUE,FALSE,FALSE,4,5,3,TRUE
1398,7.243512974665482,6.99,2.0781907597781832,25,3.258096538021482,0,1,2014,TRUE,FALSE,FALSE,7,2,3,TRUE
313,5.749392985908253,7.19,2.102913897864978,0,0,0,1,2013,TRUE,FALSE,FALSE,3,1,3,FALSE
168,5.1298987149230735,5.59,1.8855533485144158,10,2.3978952727983707,0,1,2014,TRUE,TRUE,TRUE,4,2,3,FALSE
1704,7.4413203897176174,14.99,2.771963526845863,65,4.189654742026425,0,1,2016,TRUE,FALSE,FALSE,5,3,3,TRUE
110,4.709530201312334,3.99,1.6074359097634274,0,0,0,1,2013,TRUE,TRUE,FALSE,5,1,3,FALSE
320,5.771441123130016,4.99,1.7900914121273581,0,0,0,1,2013,TRUE,TRUE,FALSE,7,1,3,FALSE
2341,7.758760544157663,4.99,1.7900914121273581,0,0,0,1,2013,TRUE,TRUE,TRUE,3,2,3,TRUE
194,5.272999558563747,3.99,1.6074359097634274,0,0,0,1,2013,TRUE,TRUE,TRUE,2,1,3,FALSE
4076,8.313116702819253,3.99,1.6074359097634274,0,0,0,1,2013,TRUE,TRUE,TRUE,3,1,3,TRUE
467,6.148468295917647,4.99,1.7900914121273581,0,0,0,1,2013,TRUE,TRUE,FALSE,6,2,3,FALSE
247,5.5134287461649825,3.99,1.6074359097634274,0,0,0,1,2013,TRUE,TRUE,FALSE,8,1,3,FALSE
1775,7.4821189235521155,9.99,2.39698576841553,86,4.465908118654584,0,1,2015,TRUE,TRUE,TRUE,14,6,3,TRUE
264,5.579729825986222,0,0,1448,7.278628942320682,0,1,2016,TRUE,FALSE,FALSE,6,4,3,FALSE
946,6.853299093186078,14.99,2.771963526845863,0,0,0,1,2016,TRUE,TRUE,TRUE,1,2,3,TRUE
2295,7.738923757439457,5.19,1.8229350866965048,20,3.044522437723423,0,1,2013,TRUE,FALSE,FALSE,8,5,3,TRUE
685,6.530877627725885,4.99,1.7900914121273581,19,2.995732273553991,0,1,2014,TRUE,FALSE,FALSE,5,2,3,FALSE
263,5.575949103146316,6.99,2.0781907597781832,19,2.995732273553991,0,1,2014,TRUE,FALSE,FALSE,5,2,3,FALSE
222,5.407171771460119,22.99,3.177637076851603,0,0,0,1,2016,TRUE,FALSE,FALSE,1,2,3,FALSE
11260,9.329100707697025,14.99,2.771963526845863,12,2.5649493574615367,16,1,2014,TRUE,FALSE,FALSE,7,2,3,TRUE
57,4.060443010546419,3.99,1.6074359097634274,0,0,0,1,2015,TRUE,FALSE,FALSE,3,1,3,FALSE
99,4.605170185988092,3.99,1.6074359097634274,0,0,0,1,2015,TRUE,FALSE,FALSE,3,1,3,FALSE
8,2.1972245773362196,3.99,1.6074359097634274,0,0,0,1,2015,TRUE,FALSE,FALSE,1,2,3,FALSE
101,4.624972813284271,4.79,1.7561322915849038,0,0,0,1,2014,TRUE,FALSE,FALSE,3,1,3,FALSE
27,3.332204510175204,1.59,0.9516578757114464,0,0,0,1,2015,TRUE,FALSE,FALSE,1,1,2,FALSE
572,6.35088571671474,8.99,2.301584592660462,0,0,0,1,2013,TRUE,FALSE,FALSE,1,3,3,FALSE
1349,7.2078598714324755,10.99,2.4840729690394228,17,2.8903717578961645,16,1,2014,TRUE,FALSE,FALSE,8,3,3,TRUE
4969,8.511175119090675,24.99,3.2577118486533987,60,4.110873864173311,0,1,2014,TRUE,TRUE,TRUE,10,2,3,TRUE
158,5.0689042022202315,6.99,2.0781907597781832,47,3.871201010907891,0,1,2014,TRUE,FALSE,FALSE,2,1,3,FALSE
695,6.54534966033442,6.99,2.0781907597781832,25,3.258096538021482,0,1,2014,TRUE,FALSE,FALSE,4,2,3,FALSE
1022,6.930494765951626,5.99,1.944480556245719,18,2.9444389791664403,0,1,2013,TRUE,TRUE,TRUE,5,2,3,TRUE
767,6.643789733147672,11.99,2.5641798306825083,18,2.9444389791664403,0,1,2013,TRUE,FALSE,FALSE,4,2,3,TRUE
300,5.707110264748875,6.99,2.0781907597781832,16,2.833213344056216,0,1,2014,TRUE,TRUE,TRUE,7,3,3,FALSE
474,6.163314804034641,6.99,2.0781907597781832,42,3.7612001156935624,0,1,2014,TRUE,FALSE,FALSE,6,2,3,FALSE
968,6.876264611890766,10.99,2.4840729690394228,27,3.332204510175204,0,1,2014,TRUE,FALSE,FALSE,4,1,3,TRUE
1768,7.478169694159785,6.99,2.0781907597781832,35,3.58351893845611,0,1,2014,TRUE,FALSE,FALSE,6,1,3,TRUE
67553,11.120682557031186,22.99,3.177637076851603,97,4.584967478670572,0,1,2015,TRUE,TRUE,TRUE,7,2,3,TRUE
437,6.082218910376446,6.99,2.0781907597781832,15,2.772588722239781,0,1,2013,TRUE,TRUE,TRUE,7,1,3,FALSE
63,4.1588830833596715,4.79,1.7561322915849038,0,0,0,1,2013,TRUE,TRUE,FALSE,1,1,3,FALSE
77,4.356708826689592,4.79,1.7561322915849038,0,0,0,1,2014,TRUE,FALSE,FALSE,1,2,3,FALSE
316,5.75890177387728,14.99,2.771963526845863,24,3.2188758248682006,0,1,2014,TRUE,TRUE,TRUE,4,3,3,FALSE
227,5.429345628954441,29.99,3.433664571799657,18,2.9444389791664403,0,1,2014,TRUE,FALSE,FALSE,5,2,3,FALSE
127,4.852030263919617,6.99,2.0781907597781832,50,3.9318256327243257,0,1,2013,TRUE,FALSE,FALSE,6,1,2,FALSE
2213,7.7025561132685825,15.99,2.8326249356838407,45,3.828641396489095,0,1,2014,TRUE,FALSE,FALSE,4,1,3,TRUE
9980,9.208438564686587,12.49,2.6019486702196644,0,0,0,1,2014,TRUE,FALSE,FALSE,3,1,3,TRUE
557,6.324358962381311,24.99,3.2577118486533987,50,3.9318256327243257,0,1,2013,TRUE,FALSE,FALSE,5,1,3,FALSE
647,6.473890696352274,7.19,2.102913897864978,48,3.8918202981106265,0,1,2014,TRUE,FALSE,FALSE,5,3,3,FALSE
202,5.313205979041787,7.19,2.102913897864978,43,3.784189633918261,0,1,2014,TRUE,FALSE,FALSE,5,3,3,FALSE
383,5.950642552587727,10.99,2.4840729690394228,33,3.5263605246161616,0,1,2017,TRUE,FALSE,FALSE,5,2,3,FALSE
888,6.790097235513905,15.49,2.8027541365715076,0,0,0,1,2017,TRUE,TRUE,FALSE,3,2,3,TRUE
409,6.016157159698354,9.99,2.39698576841553,36,3.6109179126442243,0,1,2013,TRUE,FALSE,FALSE,3,3,3,FALSE
428,6.061456918928017,6.99,2.0781907597781832,15,2.772588722239781,0,1,2013,TRUE,TRUE,TRUE,5,3,3,FALSE
928,6.834108738813838,10.99,2.4840729690394228,42,3.7612001156935624,0,1,2015,TRUE,TRUE,FALSE,5,3,3,TRUE
77,4.356708826689592,7.99,2.196112848483529,0,0,0,1,2013,TRUE,FALSE,FALSE,1,1,3,FALSE
61,4.127134385045092,4.79,1.7561322915849038,0,0,0,1,2014,TRUE,TRUE,TRUE,1,2,3,FALSE
2600,7.8636512654486515,14.99,2.771963526845863,93,4.543294782270004,0,1,2013,TRUE,TRUE,TRUE,8,2,3,TRUE
17237,9.754871528207344,29.99,3.433664571799657,40,3.713572066704308,0,1,2014,TRUE,TRUE,TRUE,7,3,3,TRUE
134,4.90527477843843,0.79,0.5822156198526637,23,3.1780538303479458,0,1,2014,TRUE,TRUE,FALSE,3,2,3,FALSE
190,5.25227342804663,4.79,1.7561322915849038,0,0,0,1,2013,TRUE,TRUE,TRUE,2,3,3,FALSE
609,6.413458957167357,14.99,2.771963526845863,40,3.713572066704308,0,1,2014,TRUE,TRUE,TRUE,4,2,3,FALSE
805,6.692083742506628,0,0,0,0,0,1,2014,TRUE,TRUE,TRUE,3,3,3,TRUE
2619,7.8709295967551425,0,0,0,0,0,1,2014,TRUE,TRUE,FALSE,6,4,3,TRUE
2489,7.820037989458753,6.99,2.0781907597781832,29,3.4011973816621555,0,1,2013,TRUE,FALSE,FALSE,14,4,3,TRUE
49,3.912023005428146,7.19,2.102913897864978,48,3.8918202981106265,0,1,2013,TRUE,FALSE,TRUE,10,3,3,FALSE
337,5.823045895483019,4.99,1.7900914121273581,29,3.4011973816621555,0,1,2014,TRUE,FALSE,FALSE,6,5,3,FALSE
447,6.104793232414985,6.99,2.0781907597781832,21,3.091042453358316,0,1,2013,TRUE,TRUE,TRUE,5,2,3,FALSE
11027,9.308192772143688,14.99,2.771963526845863,23,3.1780538303479458,0,1,2016,TRUE,TRUE,TRUE,6,4,3,TRUE
44,3.8066624897703196,6.99,2.0781907597781832,0,0,0,1,2014,TRUE,TRUE,TRUE,1,3,3,FALSE
388,5.963579343618446,14.99,2.771963526845863,40,3.713572066704308,18,1,2014,TRUE,TRUE,TRUE,5,2,3,FALSE
574,6.354370040797351,3.99,1.6074359097634274,35,3.58351893845611,0,1,2013,TRUE,FALSE,FALSE,6,2,3,FALSE
593,6.386879319362645,3.99,1.6074359097634274,175,5.170483995038151,0,1,2013,TRUE,FALSE,FALSE,11,3,3,FALSE
536,6.285998094508865,2.99,1.3837912309017721,43,3.784189633918261,0,1,2015,TRUE,TRUE,TRUE,5,3,3,FALSE
40,3.713572066704308,4.99,1.7900914121273581,0,0,0,1,2014,TRUE,TRUE,FALSE,1,2,3,FALSE
214,5.3706380281276624,6.99,2.0781907597781832,49,3.912023005428146,0,1,2013,TRUE,FALSE,FALSE,6,3,3,FALSE
990,6.898714534329988,7.99,2.196112848483529,28,3.367295829986474,18,1,2014,TRUE,FALSE,FALSE,4,3,3,TRUE
187,5.236441962829949,4.99,1.7900914121273581,0,0,0,1,2013,TRUE,FALSE,FALSE,2,3,3,FALSE
437,6.082218910376446,6.99,2.0781907597781832,12,2.5649493574615367,0,1,2013,TRUE,FALSE,FALSE,5,2,3,FALSE
6917,8.841881989497114,14.99,2.771963526845863,14,2.70805020110221,0,1,2014,TRUE,FALSE,FALSE,5,2,3,TRUE
318,5.765191102784844,6.99,2.0781907597781832,12,2.5649493574615367,0,1,2014,TRUE,FALSE,FALSE,3,2,3,FALSE
830,6.7226297948554485,6.99,2.0781907597781832,0,0,0,1,2014,TRUE,FALSE,FALSE,2,2,3,TRUE
264,5.579729825986222,14.99,2.771963526845863,0,0,0,1,2013,TRUE,FALSE,FALSE,2,1,3,FALSE
1123,7.024649030453636,3.99,1.6074359097634274,12,2.5649493574615367,0,1,2013,TRUE,TRUE,TRUE,5,1,3,TRUE
241,5.488937726156687,9.99,2.39698576841553,50,3.9318256327243257,0,1,2015,TRUE,FALSE,FALSE,5,1,3,FALSE
241,5.488937726156687,3.99,1.6074359097634274,20,3.044522437723423,0,1,2013,TRUE,TRUE,TRUE,6,2,3,FALSE
4997,8.516793111394898,14.99,2.771963526845863,46,3.8501476017100584,0,1,2014,TRUE,FALSE,FALSE,10,3,3,TRUE
594,6.38856140554563,0,0,0,0,0,1,2013,TRUE,FALSE,FALSE,1,4,3,FALSE
1208,7.097548850614793,26.99,3.331847303527362,0,0,0,1,2013,TRUE,TRUE,TRUE,5,2,3,TRUE
12261,9.414260328322634,0,0,20,3.044522437723423,0,1,2013,TRUE,FALSE,FALSE,4,2,3,TRUE
243,5.497168225293202,4.49,1.7029282555214393,0,0,0,1,2013,TRUE,TRUE,TRUE,2,4,3,FALSE
199,5.298317366548036,6.99,2.0781907597781832,0,0,0,1,2013,TRUE,FALSE,FALSE,1,2,3,FALSE
149,5.0106352940962555,4.99,1.7900914121273581,0,0,0,1,2013,TRUE,FALSE,FALSE,1,2,3,FALSE
146,4.990432586778736,3.99,1.6074359097634274,0,0,0,1,2013,TRUE,FALSE,FALSE,4,2,3,FALSE
139,4.941642422609304,4.99,1.7900914121273581,0,0,0,1,2003,TRUE,TRUE,FALSE,4,3,3,FALSE
483,6.182084906716632,2.79,1.332366019094335,27,3.332204510175204,0,1,2013,TRUE,TRUE,TRUE,5,2,3,FALSE
234,5.459585514144159,3.99,1.6074359097634274,29,3.4011973816621555,0,1,2014,TRUE,TRUE,FALSE,3,5,3,FALSE
112,4.727387818712341,8.99,2.301584592660462,0,0,0,1,2014,TRUE,TRUE,TRUE,2,4,3,FALSE
55,4.02535169073515,4.79,1.7561322915849038,63,4.1588830833596715,0,1,2014,TRUE,TRUE,TRUE,5,1,3,FALSE
415,6.030685260261263,7.19,2.102913897864978,76,4.343805421853684,0,1,2013,TRUE,TRUE,TRUE,6,3,3,FALSE
2936,7.98514393119862,4.79,1.7561322915849038,38,3.6635616461296463,0,1,2013,TRUE,TRUE,TRUE,4,4,3,TRUE
642,6.466144724237619,14.99,2.771963526845863,0,0,0,1,2015,TRUE,FALSE,FALSE,4,5,3,FALSE
709,6.565264970035361,5.99,1.944480556245719,19,2.995732273553991,0,1,2013,TRUE,TRUE,TRUE,3,2,3,TRUE
231,5.44673737166631,3.99,1.6074359097634274,0,0,0,1,2013,TRUE,TRUE,TRUE,5,3,3,FALSE
66,4.204692619390966,1.99,1.095273387402595,20,3.044522437723423,0,1,2014,TRUE,FALSE,FALSE,4,3,3,FALSE
196,5.2832037287379885,7.19,2.102913897864978,24,3.2188758248682006,0,1,2015,TRUE,FALSE,FALSE,4,5,3,FALSE
2748,7.918992488165245,4.99,1.7900914121273581,1746,7.465655310134056,0,1,2013,TRUE,TRUE,TRUE,5,3,3,TRUE
137,4.927253685157205,11.39,2.516889695641051,18,2.9444389791664403,0,1,2014,TRUE,TRUE,TRUE,1,3,3,FALSE
1099,7.003065458786462,6.99,2.0781907597781832,15,2.772588722239781,0,1,2014,TRUE,TRUE,TRUE,4,2,3,TRUE
104,4.653960350157523,6.99,2.0781907597781832,52,3.970291913552122,0,1,2014,TRUE,FALSE,FALSE,4,4,3,FALSE
62,4.143134726391533,6.99,2.0781907597781832,21,3.091042453358316,0,1,2013,TRUE,TRUE,TRUE,6,2,3,FALSE
269,5.598421958998375,3.99,1.6074359097634274,12,2.5649493574615367,0,1,2014,TRUE,FALSE,FALSE,5,2,3,FALSE
63,4.1588830833596715,6.99,2.0781907597781832,0,0,0,1,2013,TRUE,FALSE,FALSE,2,1,2,FALSE
47,3.871201010907891,1.69,0.9895411936137477,0,0,0,1,2013,TRUE,FALSE,FALSE,2,1,2,FALSE
25,3.258096538021482,1.99,1.095273387402595,0,0,0,1,2013,TRUE,FALSE,FALSE,2,2,3,FALSE
29,3.4011973816621555,1.99,1.095273387402595,0,0,0,1,2013,TRUE,FALSE,FALSE,2,2,3,FALSE
56,4.04305126783455,1.99,1.095273387402595,0,0,0,1,2013,TRUE,FALSE,FALSE,2,2,3,FALSE
28,3.367295829986474,1.99,1.095273387402595,0,0,0,1,2013,TRUE,FALSE,FALSE,2,2,3,FALSE
11,2.4849066497880004,1.99,1.095273387402595,0,0,0,1,2013,TRUE,FALSE,FALSE,2,2,2,FALSE
21,3.091042453358316,1.99,1.095273387402595,0,0,0,1,2013,TRUE,FALSE,FALSE,2,2,3,FALSE
25,3.258096538021482,1.99,1.095273387402595,0,0,0,1,2013,TRUE,FALSE,FALSE,2,2,2,FALSE
19,2.995732273553991,1.59,0.9516578757114464,0,0,0,1,2013,TRUE,FALSE,FALSE,2,2,3,FALSE
248,5.517452896464707,14.99,2.771963526845863,43,3.784189633918261,0,1,2014,TRUE,FALSE,FALSE,6,3,3,FALSE
496,6.208590026096629,7.99,2.196112848483529,14,2.70805020110221,0,1,2014,TRUE,TRUE,TRUE,6,3,3,FALSE
778,6.658011045870748,11.99,2.5641798306825083,0,0,0,1,2013,TRUE,FALSE,FALSE,2,2,3,TRUE
952,6.859614903654202,16.99,2.8898160479624417,0,0,0,1,2014,TRUE,FALSE,FALSE,1,2,3,TRUE
15650,9.658290091690503,12.49,2.6019486702196644,0,0,0,1,2014,TRUE,FALSE,FALSE,1,1,3,TRUE
351,5.863631175598097,1.59,0.9516578757114464,125,4.836281906951478,0,1,2013,TRUE,FALSE,FALSE,5,2,3,FALSE
106,4.672828834461906,6.99,2.0781907597781832,0,0,0,1,2013,TRUE,FALSE,FALSE,1,2,3,FALSE
122,4.812184355372417,14.99,2.771963526845863,20,3.044522437723423,16,1,2014,TRUE,TRUE,TRUE,6,3,3,FALSE
24,3.2188758248682006,3.99,1.6074359097634274,24,3.2188758248682006,0,1,2014,TRUE,FALSE,FALSE,4,2,3,FALSE
1135,7.035268599281097,0,0,71,4.276666119016055,0,1,2014,TRUE,TRUE,FALSE,4,3,3,TRUE
2056,7.6290038896529575,0,0,56,4.04305126783455,0,1,2015,TRUE,TRUE,FALSE,7,4,3,TRUE
84,4.442651256490317,11.39,2.516889695641051,30,3.4339872044851463,0,1,2014,TRUE,TRUE,TRUE,5,3,3,FALSE
59,4.0943445622221,10.99,2.4840729690394228,0,0,0,1,2014,TRUE,FALSE,FALSE,2,2,3,FALSE
419,6.040254711277414,6.99,2.0781907597781832,0,0,0,1,2014,TRUE,FALSE,FALSE,2,2,3,FALSE
117,4.770684624465665,4.49,1.7029282555214393,0,0,0,1,2014,TRUE,FALSE,FALSE,1,1,3,FALSE
108,4.6913478822291435,4.49,1.7029282555214393,0,0,0,1,2013,TRUE,FALSE,FALSE,1,1,3,FALSE
34,3.5553480614894135,4.49,1.7029282555214393,0,0,0,1,2013,TRUE,FALSE,FALSE,1,1,3,FALSE
704,6.558197802812269,4.49,1.7029282555214393,0,0,0,1,2013,TRUE,TRUE,TRUE,1,2,3,FALSE
1639,7.402451520818244,8.99,2.301584592660462,0,0,0,1,2013,TRUE,FALSE,FALSE,2,2,3,TRUE
455,6.1224928095143865,9.99,2.39698576841553,25,3.258096538021482,0,1,2014,TRUE,TRUE,TRUE,6,3,3,FALSE
122,4.812184355372417,7.19,2.102913897864978,0,0,0,1,2013,TRUE,FALSE,FALSE,5,1,3,FALSE
4940,8.50532301884575,14.99,2.771963526845863,48,3.8918202981106265,0,1,2014,TRUE,FALSE,FALSE,6,1,3,TRUE
5196,8.555836815008442,9.99,2.39698576841553,23,3.1780538303479458,0,1,2014,TRUE,TRUE,TRUE,8,3,3,TRUE
35,3.58351893845611,15.49,2.8027541365715076,0,0,0,1,2014,TRUE,TRUE,TRUE,3,5,3,FALSE
885,6.786716950605081,44.98,3.8282065193350356,54,4.007333185232471,0,1,2014,TRUE,FALSE,FALSE,2,2,3,TRUE
571,6.349138991379798,9.99,2.39698576841553,24,3.2188758248682006,0,1,2015,TRUE,TRUE,FALSE,6,2,3,FALSE
865,6.763884908562435,14.99,2.771963526845863,0,0,0,1,2014,TRUE,TRUE,FALSE,1,2,3,TRUE
2129,7.6638772587034705,14.99,2.771963526845863,15,2.772588722239781,0,1,2014,TRUE,TRUE,TRUE,3,3,3,TRUE
16909,9.735660441892627,29.99,3.433664571799657,63,4.1588830833596715,18,1,2014,TRUE,TRUE,TRUE,6,2,3,TRUE
262,5.572154032177765,7.19,2.102913897864978,10,2.3978952727983707,0,1,2014,TRUE,TRUE,TRUE,6,2,3,FALSE
1086,6.99117688712121,3.99,1.6074359097634274,32,3.4965075614664802,0,1,2013,TRUE,FALSE,TRUE,5,2,3,TRUE
68,4.23410650459726,6.99,2.0781907597781832,13,2.6390573296152584,0,1,2014,TRUE,FALSE,FALSE,2,5,3,FALSE
32,3.4965075614664802,3.99,1.6074359097634274,21,3.091042453358316,0,1,2014,TRUE,FALSE,FALSE,4,2,3,FALSE
1400,7.244941546337007,7.19,2.102913897864978,59,4.0943445622221,0,1,2014,TRUE,FALSE,FALSE,5,3,3,TRUE
478,6.171700597410915,3.99,1.6074359097634274,0,0,0,1,2014,TRUE,FALSE,FALSE,2,3,3,FALSE
27,3.332204510175204,10.99,2.4840729690394228,24,3.2188758248682006,0,1,2016,TRUE,TRUE,FALSE,2,4,3,FALSE
48,3.8918202981106265,10.99,2.4840729690394228,12,2.5649493574615367,0,1,2014,TRUE,FALSE,FALSE,1,1,3,FALSE
62,4.143134726391533,8.99,2.301584592660462,25,3.258096538021482,0,1,2013,TRUE,FALSE,FALSE,3,3,3,FALSE
78,4.3694478524670215,3.99,1.6074359097634274,93,4.543294782270004,0,1,2014,TRUE,TRUE,TRUE,4,3,3,FALSE
570,6.3473892096560105,12.99,2.63834278867739,51,3.9512437185814275,0,1,2014,TRUE,TRUE,FALSE,6,1,3,FALSE
41544,10.634532456099082,18.99,2.995232148512309,104,4.653960350157523,0,1,2016,TRUE,TRUE,TRUE,5,3,3,TRUE
9,2.302585092994046,3.99,1.6074359097634274,25,3.258096538021482,0,1,2014,TRUE,FALSE,FALSE,4,2,3,FALSE
47,3.871201010907891,2.89,1.358409157630355,0,0,0,1,2016,TRUE,TRUE,TRUE,7,3,3,FALSE
505,6.226536669287466,10.99,2.4840729690394228,32,3.4965075614664802,0,1,2016,TRUE,FALSE,FALSE,8,5,3,FALSE
